"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm"
"8803","PL005227674546","PL005227674546",1,11,"2016--35","2016--08",81,250.330311309604,27.604434
"8804","PL005420729432","PL005420729432",1,11,"2016--35","2016--09",81,403.075532524648,35.3256
"8809","PL005254379971","PL005254379971",1,11,"2014--48","2014--12",82,438.976446752564,36.428574
"8810","PL005305363508","PL005305363508",1,11,"2014--48","2014--12",82,459.708372305239,34.146476
"8812","PL005254378530","PL005254378530",1,11,"2014--49","2014--12",82,499.967425898512,33.69927
"8813","PL005305363751","PL005305363751",1,11,"2014--49","2014--12",82,432.366885389003,34.557432
"8814","PL005305363799","PL005305363799",1,11,"2014--49","2014--12",82,375.416460286723,31.074428
"8815","PL005305364765","PL005305364765",1,11,"2014--49","2014--12",82,450.579977337282,33.045548
"8816","PL005305364802","PL005305364802",1,11,"2014--49","2014--12",82,478.408671698175,34.559622
"8817","PL005306321804","PL005306321804",1,11,"2014--49","2014--12",82,315.620279909766,28.702726
"8820","PL005254378356","PL005254378356",1,11,"2014--50","2014--12",82,551.672482519273,36.555162
"8821","PL005254378394","PL005254378394",1,11,"2014--50","2014--12",82,349.820870809556,23.27234
"8822","PL005254378639","PL005254378639",1,11,"2014--50","2014--12",82,191.788146094909,28.633794
"8823","PL005254379896","PL005254379896",1,11,"2014--50","2014--12",82,507.324636880808,38.086497
"8824","PL005305363591","PL005305363591",1,11,"2014--50","2014--12",82,391.072444480982,29.5074
"8825","PL005306320203","PL005306320203",1,11,"2014--50","2014--12",82,421.055422255568,35.25704
"8829","PL005254377335","PL005254377335",1,11,"2014--51","2014--12",82,515.299524512675,41.10176
"8830","PL005305363737","PL005305363737",1,11,"2014--51","2014--12",82,544.447340356662,35.100944
"8831","PL005305363805","PL005305363805",1,11,"2014--51","2014--12",82,434.330821938799,39.229908
"8832","PL005305363898","PL005305363898",1,11,"2014--51","2014--12",82,577.843897734605,37.1412
"8833","PL005305364833","PL005305364833",1,11,"2014--51","2014--12",82,440.664775264104,32.848866
"8834","PL005306321811","PL005306321811",1,11,"2014--51","2014--12",82,460.03775787628,35.30358
"8835","PL005306321842","PL005306321842",1,11,"2014--51","2014--12",82,442.290384534262,38.152792
"8836","PL005254376826","PL005254376826",1,11,"2014--52","2014--12",82,409.287032355363,41.72194
"8837","PL005254377175","PL005254377175",1,11,"2014--52","2014--12",82,367.421586573008,34.42725
"8839","PL005254377250","PL005254377250",1,11,"2015--01","2015--01",82,415.769639385086,35.017776
"8840","PL005254377540","PL005254377540",1,11,"2015--01","2015--01",82,441.36439009198,28.75916
"8841","PL005236317410","PL005236317410",1,11,"2015--02","2015--01",82,415.036181220699,38.452546
"8843","PL005254376253","PL005254376253",1,11,"2015--04","2015--01",82,411.001755467299,41.0727
"8844","PL005254377687","PL005254377687",1,11,"2015--04","2015--01",82,342.476266596579,35.298544
"8846","PL005254377779","PL005254377779",1,11,"2015--04","2015--02",82,420.372646878563,31.36806
"8847","PL005254377229","PL005254377229",1,11,"2015--05","2015--02",82,373.265666177856,36.345925
"8848","PL005305364109","PL005305364109",1,11,"2015--05","2015--02",82,300.808686511833,35.036088
"8849","PL005254377274","PL005254377274",1,11,"2015--06","2015--02",82,471.339278557802,39.504753
"8850","PL005254377878","PL005254377878",1,11,"2015--06","2015--02",82,446.055789442945,25.8958
"8851","PL005305364789","PL005305364789",1,11,"2015--06","2015--02",82,473.811020624948,34.978388
"8852","PL005254377243","PL005254377243",1,11,"2015--07","2015--02",82,384.990825227528,30.773179
"8853","PL005254378455","PL005254378455",1,11,"2015--07","2015--02",82,357.160714631578,31.65156
"8854","PL005254376277","PL005254376277",1,11,"2015--08","2015--02",82,447.873967292965,32.61348
"8855","PL005254377717","PL005254377717",1,11,"2015--09","2015--03",82,503.546127359651,41.94844
"8857","PL005305365397","PL005305365397",1,11,"2015--16","2015--04",82,474.844611663017,32.832592
"8858","PL005254378776","PL005254378776",1,11,"2015--17","2015--05",82,441.209807452478,25.668035
"8859","PL005254375201","PL005254375201",1,11,"2015--19","2015--05",82,423.203915681354,30.57732
"8860","PL005254375324","PL005254375324",1,11,"2015--19","2015--05",82,484.725796367213,41.846336
"8861","PL005254377694","PL005254377694",1,11,"2015--19","2015--05",82,399.388033035289,30.656904
"8862","PL005305365069","PL005305365069",1,11,"2015--19","2015--05",82,543.314903860338,39.221532
"8863","PL005305365403","PL005305365403",1,11,"2015--19","2015--05",82,459.19795940153,36.196944
"8864","PL005254374402","PL005254374402",1,11,"2015--20","2015--05",82,508.790033170646,34.183154
"8865","PL005254375409","PL005254375409",1,11,"2015--20","2015--05",82,282.062660384423,27.977505
"8866","PL005254378813","PL005254378813",1,11,"2015--20","2015--05",82,443.696603238055,34.313032
"8867","PL005254376550","PL005254376550",1,11,"2015--24","2015--06",82,247.713330424874,36.32835
"8869","PL005254374419","PL005254374419",1,11,"2015--25","2015--06",82,311.760113956904,31.806516
"8870","PL005254374549","PL005254374549",1,11,"2015--25","2015--06",82,457.344274524026,40.002164
"8871","PL005254375621","PL005254375621",1,11,"2015--25","2015--06",82,546.918929177119,38.341
"8873","PL005254375812","PL005254375812",1,11,"2015--27","2015--07",82,381.997879197686,38.686072
"8875","PL005254376468","PL005254376468",1,11,"2015--28","2015--07",82,409.804248796918,34.122546
"8876","PL005254376628","PL005254376628",1,11,"2015--28","2015--07",82,269.053979897498,35.043504
"8877","PL005254376680","PL005254376680",1,11,"2015--28","2015--07",82,276.186822931479,31.75471
"8878","PL005254375485","PL005254375485",1,11,"2015--29","2015--07",82,276.404266097737,27.782898
"8879","PL005254375669","PL005254375669",1,11,"2015--29","2015--07",82,329.465558395744,27.966417
"8880","PL005254375744","PL005254375744",1,11,"2015--29","2015--07",82,273.186926370447,16.822174
"8881","PL005254375881","PL005254375881",1,11,"2015--29","2015--07",82,286.693743590708,27.460187
"8882","PL005254374662","PL005254374662",1,11,"2015--34","2015--08",82,296.766192867024,36.991416
"8883","PL005254375867","PL005254375867",1,11,"2015--34","2015--08",82,326.881138525279,36.429756
"8884","PL005254374433","PL005254374433",1,11,"2015--35","2015--09",82,474.232529386165,36.49168
"8885","PL005254374600","PL005254374600",1,11,"2015--35","2015--09",82,404.486158459804,34.600096
"8886","PL005254374808","PL005254374808",1,11,"2015--35","2015--09",82,372.146806236971,36.9788
"8887","PL005254375027","PL005254375027",1,11,"2015--35","2015--09",82,312.350259909474,37.948496
"8888","PL005254375645","PL005254375645",1,11,"2015--35","2015--09",82,399.85294810095,30.17416
"8889","PL005254374594","PL005254374594",1,11,"2015--36","2015--09",82,376.602904250117,30.165372
"8890","PL005254374822","PL005254374822",1,11,"2015--36","2015--09",82,377.077578685415,38.41726
"8891","PL005254376000","PL005254376000",1,11,"2015--36","2015--09",82,351.169504324937,35.066682
"8892","PL005254376055","PL005254376055",1,11,"2015--36","2015--09",82,369.830338748323,30.477906
"8893","PL005254374815","PL005254374815",1,11,"2015--37","2015--09",82,299.083115411712,29.858066
"8894","PL005254375034","PL005254375034",1,11,"2015--37","2015--09",82,324.672793471735,29.127683
"8910","PL005420728077","PL005420728077",1,11,"2015--51","2015--12",82,471.562177400802,40.758353
"8911","PL005420728596","PL005420728596",1,11,"2015--52","2015--12",82,476.935511352722,35.74521
"8913","PL005254374877","PL005254374877",1,11,"2016--01","2016--01",82,436.661717432187,30.110376
"8914","PL005420728732","PL005420728732",1,11,"2016--02","2016--01",82,523.267071072577,34.450542
"8915","PL005237872864","PL005237872864",1,11,"2016--03","2016--01",82,552.930387191435,43.039661
"8916","PL005254375997","PL005254375997",1,11,"2016--04","2016--01",82,375.009485757079,34.109625
"8917","PL005420728114","PL005420728114",1,11,"2016--04","2016--01",82,440.456588697945,30.585975
"8918","PL005415476297","PL005415476297",1,11,"2016--05","2016--02",82,351.493260875858,27.627456
"8919","PL005227673037","PL005227673037",1,11,"2016--23","2016--06",82,293.432484725107,26.00752
"8920","PL005227673044","PL005227673044",1,11,"2016--23","2016--06",82,284.655282413302,26.06225
"8923","PL005227672382","PL005227672382",1,11,"2016--25","2016--06",82,410.811684361511,28.939302
"8924","PL005227673297","PL005227673297",1,11,"2016--26","2016--07",82,345.049019625199,26.126224
"8929","PL005227674430","PL005227674430",1,11,"2016--33","2016--08",82,157.519267666089,14.923896
"8935","PL005227673648","PL005227673648",1,11,"2016--35","2016--08",82,457.322256883731,28.831056
"8937","PL005420729432","PL005420729432",1,11,"2016--35","2016--09",82,463.966830135611,35.439579
"8939","PL005227673341","PL005227673341",1,11,"2016--37","2016--09",82,412.973470092434,28.898976
"8942","PL005254379971","PL005254379971",1,11,"2014--48","2014--12",83,396.711424879314,33.131042
"8943","PL005305363508","PL005305363508",1,11,"2014--48","2014--12",83,336.063776697016,33.635954
"8945","PL005254376901","PL005254376901",1,11,"2014--49","2014--12",83,246.875229666011,23.846608
"8946","PL005254378271","PL005254378271",1,11,"2014--49","2014--12",83,414.119271475666,33.118974
"8947","PL005254378530","PL005254378530",1,11,"2014--49","2014--12",83,457.089414157758,33.388628
"8948","PL005254380021","PL005254380021",1,11,"2014--49","2014--12",83,424.104792634521,29.446212
"8949","PL005305364802","PL005305364802",1,11,"2014--49","2014--12",83,438.730092740241,35.110674
"8950","PL005306320586","PL005306320586",1,11,"2014--49","2014--12",83,561.723528707517,37.57887
"8951","PL005306321804","PL005306321804",1,11,"2014--49","2014--12",83,281.454198295458,30.48837
"8954","PL005254377069","PL005254377069",1,11,"2014--50","2014--12",83,572.519652055534,21.596291
"8955","PL005254378516","PL005254378516",1,11,"2014--50","2014--12",83,366.580610175342,28.452492
"8956","PL005254378639","PL005254378639",1,11,"2014--50","2014--12",83,370.807958606668,28.62292
"8957","PL005254379896","PL005254379896",1,11,"2014--50","2014--12",83,492.252540308814,37.648332
"8958","PL005305363591","PL005305363591",1,11,"2014--50","2014--12",83,334.819885282173,30.411225
"8959","PL005305363799","PL005305363799",1,11,"2014--50","2014--12",83,511.603365875955,33.163221
"8960","PL005305364444","PL005305364444",1,11,"2014--50","2014--12",83,255.956593038454,31.57008
"8961","PL005306320203","PL005306320203",1,11,"2014--50","2014--12",83,414.393683541728,35.870769
"8965","PL005254377335","PL005254377335",1,11,"2014--51","2014--12",83,401.335995435333,37.334755
"8966","PL005305364833","PL005305364833",1,11,"2014--51","2014--12",83,394.46310396497,30.862874
"8967","PL005306321842","PL005306321842",1,11,"2014--51","2014--12",83,319.786820247142,33.128095
"8968","PL005254376826","PL005254376826",1,11,"2014--52","2014--12",83,364.292617777118,35.014518
"8969","PL005254377175","PL005254377175",1,11,"2014--52","2014--12",83,379.994355421843,33.599748
"8970","PL005254377540","PL005254377540",1,11,"2015--01","2015--01",83,407.034460646407,28.768983
"8971","PL005254377250","PL005254377250",1,11,"2015--02","2015--01",83,414.59717348963,35.355459
"8972","PL005254377458","PL005254377458",1,11,"2015--02","2015--01",83,356.403636129212,30.886343
"8973","PL005236317410","PL005236317410",1,11,"2015--03","2015--01",83,415.369030973841,38.64619
"8975","PL005254376970","PL005254376970",1,11,"2015--04","2015--01",83,417.464394795636,31.486806
"8976","PL005305364819","PL005305364819",1,11,"2015--04","2015--01",83,455.79611159063,34.9632
"8977","PL005305365090","PL005305365090",1,11,"2015--04","2015--01",83,359.817086863328,31.49972
"8979","PL005254376253","PL005254376253",1,11,"2015--04","2015--02",83,383.159901947404,38.376303
"8981","PL005254377779","PL005254377779",1,11,"2015--05","2015--02",83,371.875235266326,30.13494
"8982","PL005254380175","PL005254380175",1,11,"2015--05","2015--02",83,409.045641427299,36.2468
"8983","PL005254376987","PL005254376987",1,11,"2015--06","2015--02",83,438.355046011947,35.562232
"8984","PL005305364789","PL005305364789",1,11,"2015--06","2015--02",83,476.544082864787,37.090278
"8985","PL005254377243","PL005254377243",1,11,"2015--07","2015--02",83,335.655675466508,29.976392
"8986","PL005254378073","PL005254378073",1,11,"2015--07","2015--02",83,388.815375240265,32.2448
"8988","PL005237873359","PL005237873359",1,11,"2015--16","2015--04",83,467.974434628514,37.932368
"8989","PL005305365397","PL005305365397",1,11,"2015--16","2015--04",83,445.431295573233,32.906208
"8990","PL005254378776","PL005254378776",1,11,"2015--17","2015--05",83,363.215285567158,27.7038
"8991","PL005305365069","PL005305365069",1,11,"2015--19","2015--05",83,443.343767585359,36.7455
"8992","PL005254374402","PL005254374402",1,11,"2015--20","2015--05",83,476.442910549514,33.324144
"8993","PL005254374495","PL005254374495",1,11,"2015--20","2015--05",83,447.849708712813,31.875606
"8995","PL005254375553","PL005254375553",1,11,"2015--25","2015--06",83,341.257117236329,28.17624
"8996","PL005254376550","PL005254376550",1,11,"2015--25","2015--06",83,341.020064489088,36.937296
"8997","PL005254374419","PL005254374419",1,11,"2015--26","2015--06",83,319.043091877776,32.907255
"8998","PL005254375621","PL005254375621",1,11,"2015--26","2015--06",83,436.859637615211,36.3747
"8999","PL005254375812","PL005254375812",1,11,"2015--27","2015--07",83,372.569772941111,40.50369
"9000","PL005254374303","PL005254374303",1,11,"2015--28","2015--07",83,459.501036840099,33.488472
"9001","PL005254376628","PL005254376628",1,11,"2015--28","2015--07",83,396.611691018193,37.50993
"9002","PL005254376680","PL005254376680",1,11,"2015--28","2015--07",83,154.275960188233,31.222422
"9003","PL005254375461","PL005254375461",1,11,"2015--29","2015--07",83,391.297852772255,36.163182
"9004","PL005254375485","PL005254375485",1,11,"2015--29","2015--07",83,111.216681896277,22.040551
"9005","PL005254375669","PL005254375669",1,11,"2015--29","2015--07",83,394.583750548227,29.953806
"9006","PL005254377571","PL005254377571",1,11,"2015--31","2015--08",83,240.481308955001,23.548175
"9007","PL005237873403","PL005237873403",1,11,"2015--34","2015--08",83,348.573421123221,25.052612
"9008","PL005254374624","PL005254374624",1,11,"2015--35","2015--09",83,440.642482066991,32.007076
"9009","PL005254374778","PL005254374778",1,11,"2015--35","2015--09",83,339.214126718712,29.376672
"9010","PL005254374808","PL005254374808",1,11,"2015--35","2015--09",83,275.11373838644,34.342956
"9011","PL005254375645","PL005254375645",1,11,"2015--35","2015--09",83,393.405076827438,31.251375
"9012","PL005254376031","PL005254376031",1,11,"2015--35","2015--09",83,467.081238105864,38.121746
"9013","PL005305364376","PL005305364376",1,11,"2015--35","2015--09",83,438.708523862813,37.339869
"9014","PL005237873120","PL005237873120",1,11,"2015--36","2015--09",83,284.994887376963,30.360385
"9015","PL005254374822","PL005254374822",1,11,"2015--36","2015--09",83,495.251578674875,37.886112
"9016","PL005254375027","PL005254375027",1,11,"2015--36","2015--09",83,299.300120192746,38.81015
"9017","PL005254375706","PL005254375706",1,11,"2015--36","2015--09",83,152.193052611853,28.332807
"9018","PL005254376000","PL005254376000",1,11,"2015--36","2015--09",83,366.072801256428,37.248465
"9019","PL005254374587","PL005254374587",1,11,"2015--37","2015--09",83,373.131385998261,27.992379
"9020","PL005254376055","PL005254376055",1,11,"2015--37","2015--09",83,424.144620120552,32.141772
"9021","PL005254376116","PL005254376116",1,11,"2015--37","2015--09",83,268.118517293957,37.260192
"9032","PL005254375768","PL005254375768",1,11,"2015--51","2015--12",83,477.703254886648,35.61866
"9033","PL005254374877","PL005254374877",1,11,"2016--01","2016--01",83,399.086735778531,31.032736
"9034","PL005237872864","PL005237872864",1,11,"2016--03","2016--01",83,532.013887861145,41.592768
"9035","PL005420728749","PL005420728749",1,11,"2016--03","2016--01",83,353.685050067572,31.523022
"9036","PL005254375997","PL005254375997",1,11,"2016--04","2016--01",83,467.891906488491,33.843087
"9037","PL005415476327","PL005415476327",1,11,"2016--04","2016--01",83,267.36264665241,23.150925
"9038","PL005420727698","PL005420727698",1,11,"2016--04","2016--01",83,347.108833382665,28.968264
"9039","PL005420728114","PL005420728114",1,11,"2016--04","2016--01",83,465.416619965623,31.365592
"9040","PL005415476297","PL005415476297",1,11,"2016--05","2016--02",83,403.698551277084,27.645758
"9041","PL005227673037","PL005227673037",1,11,"2016--23","2016--06",83,344.094777426047,25.733412
"9042","PL005227673044","PL005227673044",1,11,"2016--23","2016--06",83,386.323484609717,25.601968
"9051","PL005227673556","PL005227673556",1,11,"2016--32","2016--08",83,364.01714659567,31.557078
"9052","PL005227673402","PL005227673402",1,11,"2016--33","2016--08",83,345.209764596488,27.03054
"9055","PL005227673396","PL005227673396",1,11,"2016--34","2016--08",83,357.280618759292,25.677792
"9058","PL005227673648","PL005227673648",1,11,"2016--35","2016--08",83,418.274816718451,27.334212
"9060","PL005227673341","PL005227673341",1,11,"2016--37","2016--09",83,490.222054349295,29.4728
"9065","PL005254380076","PL005254380076",1,12,"2014--48","2014--12",84,410.082351120229,35.79159
"9066","PL005254376901","PL005254376901",1,12,"2014--49","2014--12",84,309.382506967417,22.704363
"9067","PL005254378271","PL005254378271",1,12,"2014--49","2014--12",84,361.431388247657,32.68201
"9068","PL005254379971","PL005254379971",1,12,"2014--49","2014--12",84,565.95386287744,32.983758
"9069","PL005254380021","PL005254380021",1,12,"2014--49","2014--12",84,395.425398862012,30.041008
"9070","PL005305363751","PL005305363751",1,12,"2014--49","2014--12",84,356.904966449508,33.654506
"9071","PL005306321804","PL005306321804",1,12,"2014--49","2014--12",84,377.674886861693,32.103639
"9074","PL005254377069","PL005254377069",1,12,"2014--50","2014--12",84,369.145812638083,23.32998
"9075","PL005254378394","PL005254378394",1,12,"2014--50","2014--12",84,303.260633249396,24.49248
"9076","PL005254378639","PL005254378639",1,12,"2014--50","2014--12",84,410.703992720472,29.149101
"9077","PL005254379896","PL005254379896",1,12,"2014--50","2014--12",84,463.329252436927,37.403535
"9078","PL005305364444","PL005305364444",1,12,"2014--50","2014--12",84,437.530376747789,30.948672
"9079","PL005305364802","PL005305364802",1,12,"2014--50","2014--12",84,437.125692705108,35.945156
"9080","PL005306321859","PL005306321859",1,12,"2014--50","2014--12",84,497.451952524494,34.86204
"9085","PL005254377267","PL005254377267",1,12,"2014--51","2014--12",84,433.323502516593,30.376729
"9086","PL005254378356","PL005254378356",1,12,"2014--51","2014--12",84,452.453292833363,35.857713
"9087","PL005305363539","PL005305363539",1,12,"2014--51","2014--12",84,410.366377302263,32.667872
"9088","PL005305363737","PL005305363737",1,12,"2014--51","2014--12",84,489.594207500754,36.011904
"9089","PL005306321811","PL005306321811",1,12,"2014--51","2014--12",84,386.296675198208,37.163451
"9090","PL005306321842","PL005306321842",1,12,"2014--51","2014--12",84,470.695361427359,37.636425
"9091","PL005254377175","PL005254377175",1,12,"2015--00","2015--01",84,362.947994841463,35.010528
"9092","PL005236317410","PL005236317410",1,12,"2015--03","2015--01",84,407.946968596758,38.614004
"9094","PL005254376970","PL005254376970",1,12,"2015--04","2015--02",84,416.736299781552,31.27565
"9095","PL005305364819","PL005305364819",1,12,"2015--04","2015--02",84,375.436169810951,34.858355
"9097","PL005254377229","PL005254377229",1,12,"2015--05","2015--02",84,388.102673821243,37.693573
"9098","PL005305364109","PL005305364109",1,12,"2015--05","2015--02",84,297.683648408045,35.894547
"9099","PL005254376987","PL005254376987",1,12,"2015--06","2015--02",84,419.026231401883,35.337927
"9100","PL005305363584","PL005305363584",1,12,"2015--06","2015--02",84,543.304648617415,41.457273
"9101","PL005305364963","PL005305364963",1,12,"2015--06","2015--02",84,445.331433043989,25.878976
"9102","PL005254376963","PL005254376963",1,12,"2015--07","2015--02",84,400.608720672384,36.465816
"9103","PL005254376864","PL005254376864",1,12,"2015--09","2015--03",84,319.671443621727,29.173197
"9104","PL005305363850","PL005305363850",1,12,"2015--09","2015--03",84,492.190732336524,38.562814
"9109","PL005237873359","PL005237873359",1,12,"2015--16","2015--04",84,475.993355766895,35.169748
"9110","PL005254376338","PL005254376338",1,12,"2015--16","2015--04",84,348.703036884647,29.99664
"9111","PL005254377960","PL005254377960",1,12,"2015--17","2015--05",84,423.187110720748,37.236696
"9112","PL005305365380","PL005305365380",1,12,"2015--17","2015--05",84,430.901319892105,33.598256
"9113","PL005305365311","PL005305365311",1,12,"2015--19","2015--05",84,522.190078859096,31.81535
"9114","PL005254374471","PL005254374471",1,12,"2015--20","2015--05",84,381.114087656699,29.764185
"9115","PL005254374495","PL005254374495",1,12,"2015--20","2015--05",84,472.317980802842,30.562032
"9116","PL005254375331","PL005254375331",1,12,"2015--20","2015--05",84,490.53041692536,32.376081
"9117","PL005254376536","PL005254376536",1,12,"2015--20","2015--05",84,401.22061748882,28.463083
"9120","PL005254374549","PL005254374549",1,12,"2015--25","2015--06",84,329.645962333358,41.28168
"9121","PL005254375553","PL005254375553",1,12,"2015--25","2015--06",84,403.122118099423,28.586271
"9123","PL005254374464","PL005254374464",1,12,"2015--26","2015--07",84,356.313757733112,41.110944
"9124","PL005254375911","PL005254375911",1,12,"2015--27","2015--07",84,274.16367827955,28.464667
"9125","PL005254377427","PL005254377427",1,12,"2015--27","2015--07",84,364.409972711351,37.260309
"9127","PL005254375959","PL005254375959",1,12,"2015--28","2015--07",84,333.78074984355,29.713242
"9128","PL005254377991","PL005254377991",1,12,"2015--28","2015--07",84,367.280362172925,34.26858
"9131","PL005237873571","PL005237873571",1,12,"2015--29","2015--07",84,455.857206914697,41.953464
"9132","PL005254374303","PL005254374303",1,12,"2015--29","2015--07",84,404.964909105612,30.3966
"9133","PL005254375461","PL005254375461",1,12,"2015--29","2015--07",84,374.322262648512,35.548156
"9134","PL005254375669","PL005254375669",1,12,"2015--29","2015--07",84,335.42324259063,26.064678
"9135","PL005254375775","PL005254375775",1,12,"2015--29","2015--07",84,512.048070947652,44.794427
"9136","PL005254375980","PL005254375980",1,12,"2015--29","2015--07",84,333.79055939408,25.475504
"9137","PL005254376017","PL005254376017",1,12,"2015--29","2015--07",84,451.948967586608,42.640692
"9138","PL005254376628","PL005254376628",1,12,"2015--29","2015--07",84,259.286541147034,37.30422
"9139","PL005254377571","PL005254377571",1,12,"2015--31","2015--08",84,287.787076190515,22.022555
"9140","PL005254374730","PL005254374730",1,12,"2015--34","2015--08",84,401.694307691396,34.74252
"9141","PL005254375867","PL005254375867",1,12,"2015--34","2015--08",84,368.346579770175,33.924611
"9142","PL005254374259","PL005254374259",1,12,"2015--35","2015--09",84,351.002773913625,32.273715
"9143","PL005254374624","PL005254374624",1,12,"2015--35","2015--09",84,386.930815078919,31.066896
"9144","PL005254374808","PL005254374808",1,12,"2015--35","2015--09",84,251.002848183298,33.406992
"9145","PL005254376031","PL005254376031",1,12,"2015--35","2015--09",84,461.039345546469,37.722622
"9146","PL005305364376","PL005305364376",1,12,"2015--35","2015--09",84,437.865757105754,35.83236
"9147","PL005237873120","PL005237873120",1,12,"2015--36","2015--09",84,357.294067989205,34.729632
"9148","PL005237873137","PL005237873137",1,12,"2015--36","2015--09",84,402.806095994598,36.826636
"9149","PL005254374822","PL005254374822",1,12,"2015--36","2015--09",84,349.71318171836,36.402765
"9150","PL005254375027","PL005254375027",1,12,"2015--36","2015--09",84,407.191759656513,38.298208
"9151","PL005254377946","PL005254377946",1,12,"2015--36","2015--09",84,271.05684762456,23.686788
"9152","PL005254374587","PL005254374587",1,12,"2015--37","2015--09",84,418.552169564752,27.89136
"9153","PL005254375706","PL005254375706",1,12,"2015--37","2015--09",84,346.353460520003,26.912277
"9154","PL005254376116","PL005254376116",1,12,"2015--37","2015--09",84,376.595382960553,35.456553
"9155","PL005254374853","PL005254374853",1,12,"2015--38","2015--09",84,318.669735573375,35.06033
"9169","PL005420728411","PL005420728411",1,12,"2015--50","2015--12",84,451.292287923763,24.577488
"9170","PL005237872871","PL005237872871",1,12,"2015--51","2015--12",84,311.359472023622,22.24974
"9171","PL005254375768","PL005254375768",1,12,"2015--51","2015--12",84,444.230958234634,35.101675
"9172","PL005420728077","PL005420728077",1,12,"2015--51","2015--12",84,454.909065197848,40.756254
"9173","PL005420728596","PL005420728596",1,12,"2015--52","2015--12",84,449.694268701437,36.263644
"9176","PL005254374877","PL005254374877",1,12,"2016--01","2016--01",84,542.646653740064,34.1481
"9177","PL005420728749","PL005420728749",1,12,"2016--03","2016--01",84,389.886853959787,30.052176
"9179","PL005415476327","PL005415476327",1,12,"2016--04","2016--01",84,330.201841419594,23.16312
"9180","PL005420728114","PL005420728114",1,12,"2016--04","2016--01",84,365.509044623386,29.65586
"9181","PL005227672443","PL005227672443",1,12,"2016--22","2016--06",84,259.660271447958,27.531644
"9184","PL005227672382","PL005227672382",1,12,"2016--25","2016--06",84,377.975628131779,24.463329
"9185","PL005227673228","PL005227673228",1,12,"2016--25","2016--06",84,389.990817837707,24.952224
"9187","PL005227673440","PL005227673440",1,12,"2016--32","2016--08",84,407.632150053902,28.978775
"9188","PL005227673556","PL005227673556",1,12,"2016--32","2016--08",84,336.618784669688,29.549514
"9189","PL005227672689","PL005227672689",1,12,"2016--33","2016--08",84,315.46578222017,25.53583
"9190","PL005227673402","PL005227673402",1,12,"2016--33","2016--08",84,356.565466595164,26.982883
"9191","PL005227674430","PL005227674430",1,12,"2016--33","2016--08",84,231.505834664612,13.058462
"9193","PL005227672634","PL005227672634",1,12,"2016--35","2016--09",84,411.74420669538,36.006516
"9194","PL005227673174","PL005227673174",1,12,"2016--35","2016--09",84,313.057950382311,31.158726
"9195","PL005227674546","PL005227674546",1,12,"2016--35","2016--09",84,278.717771619723,25.589536
"9197","PL005254380076","PL005254380076",1,12,"2014--48","2014--12",85,381.713582932576,34.053814
"9198","PL005254378530","PL005254378530",1,12,"2014--49","2014--12",85,499.929989663722,34.35694
"9199","PL005254379971","PL005254379971",1,12,"2014--49","2014--12",85,452.49976120232,33.516816
"9200","PL005254380021","PL005254380021",1,12,"2014--49","2014--12",85,363.353372288538,30.359549
"9201","PL005305363508","PL005305363508",1,12,"2014--49","2014--12",85,398.333903915767,34.998041
"9202","PL005305363751","PL005305363751",1,12,"2014--49","2014--12",85,377.211097602761,35.086212
"9203","PL005306321804","PL005306321804",1,12,"2014--49","2014--12",85,338.345291090066,30.491825
"9207","PL005254378271","PL005254378271",1,12,"2014--50","2014--12",85,408.02513938126,31.127772
"9208","PL005305363591","PL005305363591",1,12,"2014--50","2014--12",85,444.708887329784,33.27665
"9209","PL005305363799","PL005305363799",1,12,"2014--50","2014--12",85,560.454138105567,33.653547
"9210","PL005305364444","PL005305364444",1,12,"2014--50","2014--12",85,424.12827329371,31.353261
"9211","PL005305364802","PL005305364802",1,12,"2014--50","2014--12",85,524.642235329584,36.89022
"9212","PL005306321859","PL005306321859",1,12,"2014--50","2014--12",85,358.734876076744,36.972288
"9214","PL005254377069","PL005254377069",1,12,"2014--51","2014--12",85,394.147630955738,24.24226
"9215","PL005254377267","PL005254377267",1,12,"2014--51","2014--12",85,467.040021598441,29.938218
"9216","PL005254378356","PL005254378356",1,12,"2014--51","2014--12",85,461.73214080113,36.62947
"9217","PL005305363805","PL005305363805",1,12,"2014--51","2014--12",85,457.400740621585,39.577152
"9218","PL005305363898","PL005305363898",1,12,"2014--51","2014--12",85,517.19803369582,33.654314
"9219","PL005306320203","PL005306320203",1,12,"2014--51","2014--12",85,361.399791664479,36.07912
"9220","PL005306321811","PL005306321811",1,12,"2014--51","2014--12",85,405.742191130817,35.8934
"9222","PL005254377687","PL005254377687",1,12,"2015--04","2015--01",85,330.59123181137,34.138452
"9225","PL005254376987","PL005254376987",1,12,"2015--06","2015--02",85,478.754057446941,35.047652
"9226","PL005254377229","PL005254377229",1,12,"2015--06","2015--02",85,434.431728813766,39.516736
"9227","PL005254377878","PL005254377878",1,12,"2015--06","2015--02",85,352.110088369387,26.531934
"9228","PL005305364109","PL005305364109",1,12,"2015--06","2015--02",85,273.126203806117,34.504041
"9229","PL005305364789","PL005305364789",1,12,"2015--06","2015--02",85,373.807607916088,35.015442
"9230","PL005254376963","PL005254376963",1,12,"2015--07","2015--02",85,337.139496301525,35.548562
