"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm"
"900","PL005349224582","PL005349224582",1,10,"2016--06","2016--02",76,579.013987276781,39.299403
"902","PL005349224490","PL005349224490",1,10,"2016--10","2016--03",76,499.09990873248,40.020498
"903","PL005368235040","PL005368235040",1,10,"2016--10","2016--03",76,529.329388071686,36.235364
"907","PL005349224414","PL005349224414",1,11,"2016--06","2016--02",77,365.129223209407,30.194955
"908","PL005349224582","PL005349224582",1,11,"2016--06","2016--02",77,561.747997734673,37.345698
"911","PL005349224353","PL005349224353",1,11,"2016--08","2016--02",77,586.876946460751,41.067903
"914","PL005349224667","PL005349224667",1,11,"2016--10","2016--03",77,449.678322325658,28.219275
"917","PL005349224490","PL005349224490",1,11,"2016--11","2016--03",77,621.099486957293,39.810276
"918","PL005251904527","PL005251904527",1,11,"2016--05","2016--02",78,520.030774717113,32.99769
"919","PL005349224414","PL005349224414",1,11,"2016--06","2016--02",78,489.166625872388,27.478704
"922","PL005349224353","PL005349224353",1,11,"2016--08","2016--02",78,451.401804043065,41.916138
"925","PL005349224667","PL005349224667",1,11,"2016--10","2016--03",78,474.537276901665,29.145837
"926","PL005368235040","PL005368235040",1,11,"2016--10","2016--03",78,500.306674480485,36.364292
"930","PL005251904527","PL005251904527",1,11,"2016--06","2016--02",79,586.98945573845,33.81336
"931","PL005349224582","PL005349224582",1,11,"2016--06","2016--02",79,575.076921719567,37.482472
"936","PL005349224667","PL005349224667",1,11,"2016--10","2016--03",79,406.351153303924,28.737632
"940","PL005368235040","PL005368235040",1,11,"2016--11","2016--03",79,558.175303798074,36.19733
"942","PL005251904527","PL005251904527",1,11,"2016--06","2016--02",80,461.846445801578,32.676372
"943","PL005349224414","PL005349224414",1,11,"2016--06","2016--02",80,479.275924615124,19.329408
"945","PL005349224353","PL005349224353",1,11,"2016--08","2016--02",80,547.730320707852,41.654052
"951","PL005251904527","PL005251904527",1,11,"2016--06","2016--02",81,501.663240057844,30.989906
"952","PL005349224414","PL005349224414",1,11,"2016--06","2016--02",81,428.170643930694,27.379535
"954","PL005349224582","PL005349224582",1,11,"2016--07","2016--02",81,661.240180974894,38.607111
"955","PL005349224353","PL005349224353",1,11,"2016--08","2016--02",81,396.336958907256,41.587882
"958","PL005349224667","PL005349224667",1,11,"2016--10","2016--03",81,373.066234241204,24.1551
"962","PL005251904527","PL005251904527",1,11,"2016--06","2016--02",82,534.70430422416,32.116216
"963","PL005349224582","PL005349224582",1,11,"2016--07","2016--02",82,537.059717742974,38.089792
"965","PL005349224353","PL005349224353",1,11,"2016--08","2016--02",82,729.249944310141,41.816808
"968","PL005349224667","PL005349224667",1,11,"2016--11","2016--03",82,474.962730502909,28.095912
"971","PL005251904527","PL005251904527",1,11,"2016--06","2016--02",83,428.450024479794,31.37004
"972","PL005349224414","PL005349224414",1,11,"2016--06","2016--02",83,391.733494184796,27.304368
"975","PL005349224353","PL005349224353",1,11,"2016--09","2016--02",83,643.865238722946,41.10054
"977","PL005349224414","PL005349224414",1,12,"2016--07","2016--02",84,412.420453685858,28.734688
"978","PL005349224582","PL005349224582",1,12,"2016--07","2016--02",84,665.788253575914,39.991211
"981","PL005251904527","PL005251904527",1,12,"2016--06","2016--02",85,403.348264498995,31.879152
"983","PL005349224582","PL005349224582",1,12,"2016--07","2016--02",85,416.197930247343,41.309195
"986","PL005349224353","PL005349224353",1,12,"2016--09","2016--03",85,586.826372317239,42.56133
"990","PL005251904527","PL005251904527",1,12,"2016--07","2016--02",86,595.253036716515,32.658219
"991","PL005349224414","PL005349224414",1,12,"2016--07","2016--02",86,569.563650435438,30.034592
"994","PL005251904527","PL005251904527",1,12,"2016--07","2016--02",87,467.494074113621,30.256974
"996","PL005349224582","PL005349224582",1,12,"2016--08","2016--02",87,544.60807616185,39.44651
"998","PL005349224353","PL005349224353",1,12,"2016--09","2016--03",87,499.977137506127,41.819736
"1001","PL005251904527","PL005251904527",1,12,"2016--07","2016--02",88,479.319619653954,30.775628
"1003","PL005349224582","PL005349224582",1,12,"2016--08","2016--02",88,627.25628611462,40.658976
"1005","PL005349224353","PL005349224353",1,12,"2016--09","2016--03",88,540.415640222012,41.991936
"1009","PL005349224414","PL005349224414",1,12,"2016--07","2016--02",89,556.887026113304,32.984114
"1011","PL005349224582","PL005349224582",1,12,"2016--08","2016--02",89,489.210660644675,40.950144
"1012","PL005349224353","PL005349224353",1,12,"2016--09","2016--03",89,614.455880377312,41.808273
"1015","PL005251904527","PL005251904527",1,12,"2016--07","2016--02",90,458.78607872419,29.138249
"1017","PL005349224582","PL005349224582",1,12,"2016--08","2016--02",90,535.576003615291,39.483444
"1020","PL005349224353","PL005349224353",1,12,"2016--10","2016--03",90,761.136351395605,41.36869
"1021","PL005251904527","PL005251904527",1,13,"2016--07","2016--02",91,549.77254857,30.679053
"1023","PL005349224414","PL005349224414",1,13,"2016--08","2016--02",91,459.548060146897,29.977017
"1025","PL005349224353","PL005349224353",1,13,"2016--10","2016--03",91,620.905703489492,40.029099
"1028","PL005349224582","PL005349224582",1,13,"2016--08","2016--02",92,601.128868503094,39.110994
"1032","PL005251904527","PL005251904527",1,13,"2016--08","2016--02",93,555.393430291836,30.1692
"1033","PL005349224582","PL005349224582",1,13,"2016--08","2016--02",93,550.235356973247,39.464046
"1036","PL005349224353","PL005349224353",1,13,"2016--10","2016--03",93,488.731459532594,41.601015
"1039","PL005251904527","PL005251904527",1,13,"2016--08","2016--02",94,518.257366312212,34.106688
"1040","PL005349224414","PL005349224414",1,13,"2016--08","2016--02",94,482.564954031097,28.58668
"1041","PL005349224582","PL005349224582",1,13,"2016--09","2016--02",94,441.230702952603,41.02965
"1044","PL005251904527","PL005251904527",1,13,"2016--08","2016--02",95,564.798541152382,31.69037
"1046","PL005349224582","PL005349224582",1,13,"2016--09","2016--03",95,543.236018688481,37.149048
"1050","PL005251904527","PL005251904527",1,13,"2016--08","2016--02",96,452.431678148661,32.278246
"1051","PL005349224414","PL005349224414",1,13,"2016--08","2016--02",96,554.200082406345,31.651499
"1054","PL005349224353","PL005349224353",1,13,"2016--10","2016--03",96,464.865419624218,30.73952
"1057","PL005349224582","PL005349224582",1,13,"2016--09","2016--03",97,498.9332221351,41.429785
"1059","PL005349224353","PL005349224353",1,13,"2016--11","2016--03",97,520.675152214331,32.853336
"1060","PL005251904527","PL005251904527",1,14,"2016--08","2016--02",98,423.203200133166,32.92224
"1062","PL005349224414","PL005349224414",1,14,"2016--09","2016--02",98,501.590757058074,34.358137
"1064","PL005349224582","PL005349224582",1,14,"2016--09","2016--03",98,587.882807834915,42.046902
"1067","PL005251904527","PL005251904527",1,14,"2016--08","2016--02",99,463.7015742481,31.68045
"1069","PL005349224414","PL005349224414",1,14,"2016--09","2016--03",99,475.627385457818,29.78945
"1072","PL005349224414","PL005349224414",1,14,"2016--09","2016--03",100,442.768198370067,30.48633
"1073","PL005349224582","PL005349224582",1,14,"2016--09","2016--03",100,511.870215147707,40.690008
"1077","PL005251904527","PL005251904527",1,14,"2016--09","2016--03",101,462.373235743352,31.629276
"1078","PL005349224414","PL005349224414",1,14,"2016--09","2016--03",101,417.349653823995,30.888704
"1079","PL005349224582","PL005349224582",1,14,"2016--10","2016--03",101,507.641114994311,41.230513
"1084","PL005349224582","PL005349224582",1,14,"2016--10","2016--03",102,466.119274968241,42.032726
"1086","PL005251904374","PL005251904374",1,14,"2016--05","2016--02",103,535.095512040013,40.401686
"1088","PL005251904527","PL005251904527",1,14,"2016--09","2016--03",103,446.531244893586,30.243252
"1090","PL005349224582","PL005349224582",1,14,"2016--10","2016--03",103,591.117822862717,42.077856
"1094","PL005251904527","PL005251904527",1,14,"2016--09","2016--03",104,486.932563358302,31.031932
"1095","PL005349224414","PL005349224414",1,14,"2016--09","2016--03",104,370.842547601227,30.853326
"1096","PL005349224582","PL005349224582",1,14,"2016--10","2016--03",104,510.528936863789,41.48111
"1097","PL005251904374","PL005251904374",1,15,"2016--05","2016--02",105,511.597277473484,40.829923
"1098","PL005349224483","PL005349224483",1,15,"2016--05","2016--02",105,638.379693482471,40.67706
"1102","PL005349224414","PL005349224414",1,15,"2016--10","2016--03",105,465.546419033855,29.037902
"1103","PL005349224582","PL005349224582",1,15,"2016--10","2016--03",105,509.599047032789,39.040254
"1106","PL005251904374","PL005251904374",1,15,"2016--06","2016--02",106,472.193860027969,35.825832
"1108","PL005251904527","PL005251904527",1,15,"2016--09","2016--03",106,429.710847998378,32.4709
"1109","PL005349224414","PL005349224414",1,15,"2016--10","2016--03",106,434.085526025694,29.9925
"1112","PL005251904374","PL005251904374",1,15,"2016--06","2016--02",107,573.414645990551,38.77428
"1113","PL005349224483","PL005349224483",1,15,"2016--06","2016--02",107,528.342812037515,38.175072
"1115","PL005251904527","PL005251904527",1,15,"2016--10","2016--03",107,675.872161564228,33.170445
"1116","PL005349224414","PL005349224414",1,15,"2016--10","2016--03",107,460.657144379503,33.889428
"1117","PL005349224582","PL005349224582",1,15,"2016--10","2016--03",107,514.703065213947,40.118112
"1118","PL005349224636","PL005349224636",1,15,"2016--05","2016--02",108,472.760673335002,33.82863
"1119","PL005349224483","PL005349224483",1,15,"2016--06","2016--02",108,461.699665073668,35.7612
"1122","PL005251904527","PL005251904527",1,15,"2016--10","2016--03",108,371.964181189479,32.01158
"1123","PL005349224414","PL005349224414",1,15,"2016--10","2016--03",108,489.532037808165,29.272551
"1124","PL005349224582","PL005349224582",1,15,"2016--11","2016--03",108,635.424656921748,38.433056
"1125","PL005251904374","PL005251904374",1,15,"2016--06","2016--02",109,519.651521380705,39.54618
"1126","PL005349224483","PL005349224483",1,15,"2016--06","2016--02",109,541.309272804363,38.810772
"1129","PL005251904527","PL005251904527",1,15,"2016--10","2016--03",109,514.150004525801,32.058441
"1131","PL005349224636","PL005349224636",1,15,"2016--05","2016--02",110,558.858088156959,37.718425
"1132","PL005251904374","PL005251904374",1,15,"2016--06","2016--02",110,596.954700715081,40.85804
"1136","PL005251904527","PL005251904527",1,15,"2016--10","2016--03",110,528.669285610868,31.823313
"1138","PL005349224483","PL005349224483",1,15,"2016--06","2016--02",111,701.858510319024,40.614904
"1139","PL005349224636","PL005349224636",1,15,"2016--06","2016--02",111,516.493903698369,37.384256
"1143","PL005251904527","PL005251904527",1,15,"2016--10","2016--03",111,484.807046015126,32.702166
"1144","PL005349224414","PL005349224414",1,15,"2016--10","2016--03",111,414.726335165705,31.053972
"1145","PL005349224766","PL005349224766",1,16,"2016--05","2016--02",112,564.701642253117,41.352057
"1147","PL005251904374","PL005251904374",1,16,"2016--06","2016--02",112,536.586352329494,39.089501
"1148","PL005349224483","PL005349224483",1,16,"2016--06","2016--02",112,580.835982945868,39.098827
"1149","PL005349224636","PL005349224636",1,16,"2016--06","2016--02",112,506.349209946864,37.01952
"1154","PL005251904527","PL005251904527",1,16,"2016--10","2016--03",113,439.966055650636,31.90726
"1156","PL005349224766","PL005349224766",1,16,"2016--05","2016--02",114,588.987671281332,40.983508
"1158","PL005349224636","PL005349224636",1,16,"2016--06","2016--02",114,595.959884790951,36.024612
"1159","PL005349224483","PL005349224483",1,16,"2016--07","2016--02",114,529.181388792531,38.461052
"1161","PL005251904527","PL005251904527",1,16,"2016--11","2016--03",114,456.837457993982,29.813532
"1162","PL005349224636","PL005349224636",1,16,"2016--06","2016--02",115,605.138965846873,34.983
"1163","PL005349224766","PL005349224766",1,16,"2016--06","2016--02",115,642.308688865665,43.479098
"1164","PL005251904374","PL005251904374",1,16,"2016--07","2016--02",115,601.381453303917,40.004478
"1165","PL005349224483","PL005349224483",1,16,"2016--07","2016--02",115,623.060882498839,38.75862
"1168","PL005349224834","PL005349224834",1,16,"2016--05","2016--02",116,532.322592064738,33.395958
"1169","PL005349224766","PL005349224766",1,16,"2016--06","2016--02",116,676.662127842831,42.356736
"1174","PL005349224636","PL005349224636",1,16,"2016--06","2016--02",117,592.996595279786,35.111019
"1176","PL005251904374","PL005251904374",1,16,"2016--07","2016--02",117,508.442439350781,40.66897
"1177","PL005349224483","PL005349224483",1,16,"2016--07","2016--02",117,521.362139456114,37.577056
"1181","PL005349224766","PL005349224766",1,16,"2016--06","2016--02",118,576.461151171874,43.836319
"1182","PL005251904374","PL005251904374",1,16,"2016--07","2016--02",118,483.756998211622,37.228368
"1183","PL005349224483","PL005349224483",1,16,"2016--07","2016--02",118,548.79183954167,39.09369
"1184","PL005349224636","PL005349224636",1,16,"2016--07","2016--02",118,568.213919340087,35.07644
"1188","PL005251904725","PL005251904725",1,17,"2016--06","2016--02",119,370.510576755397,31.101378
"1189","PL005349224766","PL005349224766",1,17,"2016--06","2016--02",119,532.814823452272,40.73806
"1191","PL005251904374","PL005251904374",1,17,"2016--07","2016--02",119,600.790111386856,37.127043
"1192","PL005349224483","PL005349224483",1,17,"2016--07","2016--02",119,645.685036361051,38.907082
"1193","PL005349224636","PL005349224636",1,17,"2016--07","2016--02",119,491.277455004862,33.259498
"1196","PL005349224834","PL005349224834",1,17,"2016--06","2016--02",120,468.716443092328,33.154848
"1198","PL005349224483","PL005349224483",1,17,"2016--07","2016--02",120,536.290690439234,37.059819
"1199","PL005349224636","PL005349224636",1,17,"2016--07","2016--02",120,541.337175386285,35.728992
"1201","PL005251904374","PL005251904374",1,17,"2016--08","2016--02",120,505.715924949865,36.637536
"1202","PL005251904725","PL005251904725",1,17,"2016--06","2016--02",121,417.886874277669,29.046423
"1203","PL005349224766","PL005349224766",1,17,"2016--06","2016--02",121,563.111986024329,42.80388
"1204","PL005349224834","PL005349224834",1,17,"2016--06","2016--02",121,472.927438446429,32.0991
"1205","PL005349224636","PL005349224636",1,17,"2016--07","2016--02",121,470.811633652487,36.428089
"1207","PL005251904374","PL005251904374",1,17,"2016--08","2016--02",121,611.967708955908,39.293193
"1209","PL005349224513","PL005349224513",1,17,"2016--05","2016--02",122,533.794068549078,30.6454
"1210","PL005349224834","PL005349224834",1,17,"2016--06","2016--02",122,503.448574507656,32.842125
"1212","PL005251904374","PL005251904374",1,17,"2016--08","2016--02",122,570.965639041424,39.269205
"1213","PL005349224483","PL005349224483",1,17,"2016--08","2016--02",122,545.123110893858,39.8736
"1216","PL005349224513","PL005349224513",1,17,"2016--05","2016--02",123,492.011556427313,31.72183
"1218","PL005251904725","PL005251904725",1,17,"2016--06","2016--02",123,360.479394138886,28.622474
"1219","PL005349224834","PL005349224834",1,17,"2016--06","2016--02",123,541.365208572737,32.74755
"1220","PL005349224766","PL005349224766",1,17,"2016--07","2016--02",123,644.397991763293,42.688074
"1222","PL005251904374","PL005251904374",1,17,"2016--08","2016--02",123,542.939277682283,40.187504
"1223","PL005349224483","PL005349224483",1,17,"2016--08","2016--02",123,503.234025334962,39.24454
"1228","PL005251904725","PL005251904725",1,17,"2016--06","2016--02",124,371.854068164067,28.6975
"1229","PL005349224766","PL005349224766",1,17,"2016--07","2016--02",124,512.739990759425,42.294076
"1231","PL005349224483","PL005349224483",1,17,"2016--08","2016--02",124,643.05939002066,39.50395
"1236","PL005251904725","PL005251904725",1,17,"2016--06","2016--02",125,429.519207570524,28.910375
"1237","PL005349224834","PL005349224834",1,17,"2016--07","2016--02",125,509.485394229983,33.03027
"1239","PL005251904374","PL005251904374",1,17,"2016--08","2016--02",125,520.769118314786,35.76642
"1240","PL005349224483","PL005349224483",1,17,"2016--08","2016--02",125,591.068817286315,38.03186
"1241","PL005349224636","PL005349224636",1,17,"2016--08","2016--02",125,546.780888502244,33.923124
"1246","PL005349224513","PL005349224513",1,18,"2016--06","2016--02",126,493.017492970474,33.340475
"1247","PL005251904725","PL005251904725",1,18,"2016--07","2016--02",126,380.976600182558,27.63136
"1248","PL005349224766","PL005349224766",1,18,"2016--07","2016--02",126,587.918672453703,41.845128
